Polling firm           | Commissioners    | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | PP   | PSOE | UP   | Cs   | ERC | PDeCAT | PNV | PACMA | EH Bildu | CC  | Vox  | BNG | Other |
Key Data               | Público          | 2019-02-26      | 2019-02-26    | NE    |  N/A        | N/A           | 0.1       | 21.5 | 25.1 | 14.5 | 18.0 | 3.1 | 1.5    | 1.3 | N/A   | 0.8      | 0.3 | 10.9 | N/A | N/A   |
Sigma Dos              | El Mundo         | 2019-02-19      | 2019-02-22    | NE    | 1200        | N/A           | 0.1       | 19.1 | 27.3 | 14.4 | 16.0 | 3.2 | 1.1    | 1.2 | N/A   | N/A      | N/A | 13.3 | N/A | N/A   |
GAD3                   | ABC              | 2019-02-18      | 2019-02-22    | NE    |  800        | N/A           | 0.1       | 23.2 | 28.9 | 11.5 | 15.7 | 3.0 | 1.5    | 1.3 | N/A   | 0.6      | 0.2 | 10.8 | N/A | N/A   |
Invymark               | laSexta          | 2019-02-18      | 2019-02-21    | NE    | (1200)      | N/A           | 0.1       | 21.0 | 24.3 | 13.9 | 20.2 | N/A | N/A    | N/A | N/A   | N/A      | N/A | 11.3 | N/A | N/A   |
Sondaxe                | La Voz de Galicia| 2019-02-13      | 2019-02-21    | NE    | 1500        | N/A           | 0.1       | 19.3 | 28.2 | 14.2 | 13.5 | 3.8 | 1.7    | 1.4 | N/A   | 0.8      | N/A | 14.2 | N/A | N/A   |
SocioMétrica           | El Español       | 2019-02-13      | 2019-02-15    | NE    | 1000        | N/A           | 0.1       | 18.6 | 24.3 | 15.2 | 18.7 | 3.3 | 1.3    | 1.1 | 1.9   | 0.8      | 0.3 | 11.8 | N/A | N/A   |
GESOP                  | El Periódico     | 2019-02-13      | 2019-02-15    | NE    | 1000        | N/A           | 0.1       | 19.9 | 27.4 | 13.6 | 14.5 | N/A | N/A    | N/A | N/A   | N/A      | N/A | 13.0 | N/A | N/A   |
GAD3                   | La Vanguardia    | 2019-02-12      | 2019-02-15    | NE    | 1200        | N/A           | 0.1       | 23.6 | 28.2 | 12.4 | 17.1 | 2.8 | 1.6    | 1.2 | N/A   | 0.6      | 0.3 |  8.8 | N/A | N/A   |
NC Report              | La Razón         | 2019-02-11      | 2019-02-15    | NE    | 1000        | N/A           | 0.1       | 23.6 | 24.1 | 16.0 | 18.9 | 2.8 | 1.3    | 1.1 | N/A   | 0.6      | N/A | 10.0 | N/A | N/A   |
Metroscopia            | Henneo           | 2019-02-11      | 2019-02-13    | NE    | 1995        | N/A           | 0.1       | 20.5 | 27.6 | 13.8 | 15.4 | N/A | N/A    | N/A | N/A   | N/A      | N/A | 12.7 | N/A | N/A   |
Celeste-Tel            | eldiario.es      | 2019-02-04      | 2019-02-08    | NE    | 1100        | N/A           | 0.1       | 23.1 | 23.7 | 15.8 | 19.2 | 2.8 | 1.7    | 1.2 | 1.1   | 0.8      | 0.3 |  8.9 | N/A | N/A   |
Simple Lógica          | N/A              | 2019-02-01      | 2019-02-08    | NE    | 1017        | N/A           | 0.1       | 17.9 | 25.4 | 13.9 | 17.0 | N/A | N/A    | N/A | N/A   | N/A      | N/A | 11.7 | N/A | N/A   |
Invymark               | laSexta          | 2019-01-28      | 2019-02-01    | NE    | (1200)      | N/A           | 0.1       | 21.3 | 23.9 | 13.5 | 20.9 | N/A | N/A    | N/A | N/A   | N/A      | N/A | 11.2 | N/A | N/A   |
electoPanel            | electomania.es   | 2019-01-26      | 2019-01-30    | E     | 2890        | N/A           | 0.1       | 16.0 | 21.3 | 11.3 | 21.0 | 6.3 | 3.1    | N/A | 1.8   | N/A      | N/A | 13.0 | N/A | N/A   |
electoPanel            | electomania.es   | 2019-01-26      | 2019-01-30    | N     | 2890        | N/A           | 0.1       | 20.1 | 23.1 | 14.9 | 19.6 | N/A | N/A    | N/A | N/A   | N/A      | N/A | 12.1 | N/A | N/A   |
Key Data               | Público          | 2019-01-27      | 2019-01-27    | NE    |  N/A        | N/A           | 0.1       | 21.5 | 22.3 | 14.8 | 19.8 | 3.1 | 1.6    | 1.1 | N/A   | 0.9      | 0.3 | 10.3 | N/A | N/A   |
NC Report              | La Razón         | 2019-01-21      | 2019-01-25    | NE    | 1000        | N/A           | 0.1       | 24.0 | 24.2 | 16.6 | 18.7 | 2.8 | 1.2    | 0.9 | N/A   | 0.7      | N/A |  9.4 | N/A | N/A   |
GAD3                   | ABC              | 2019-01-14      | 2019-01-24    | NE    | 1800        | N/A           | 0.1       | 23.0 | 26.5 | 11.6 | 17.1 | 2.8 | 1.6    | 1.2 | N/A   | 0.6      | 0.2 |  9.8 | N/A | N/A   |
Invymark               | laSexta          | 2019-01-14      | 2019-01-18    | NE    | (1200)      | N/A           | 0.1       | 21.5 | 23.2 | 14.4 | 23.0 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  8.9 | N/A | N/A   |
Metroscopia            | Henneo           | 2019-01-09      | 2019-01-15    | NE    | 2332        | N/A           | 0.1       | 19.1 | 23.7 | 17.1 | 17.8 | N/A | N/A    | N/A | N/A   | N/A      | N/A | 12.1 | N/A | N/A   |
electoPanel            | electomania.es   | 2019-01-06      | 2019-01-13    | NE    | 1399        | N/A           | 0.1       | 19.1 | 21.3 | 16.3 | 19.9 | N/A | N/A    | N/A | 1.1   | N/A      | N/A | 13.0 | N/A | N/A   |
CIS                    | N/A              | 2019-01-01      | 2019-01-13    | NE    | 2989        | N/A           | 0.1       | 14.9 | 29.9 | 15.4 | 17.7 | 4.7 | 1.0    | 1.3 | 1.7   | 1.1      | 0.2 |  6.5 | N/A | N/A   |
Hamalgama–Ágora Integral | N/A            | 2018-12-15      | 2019-01-13    | NE    |  N/A        | N/A           | 0.1       | 22.5 | 21.2 | 22.3 | 18.2 | 2.5 | 1.8    | 2.0 | N/A   | 0.6      | 0.2 |  8.7 | N/A | N/A   |
Simple Lógica          | N/A              | 2019-01-03      | 2019-01-09    | NE    | 1042        | N/A           | 0.1       | 18.2 | 25.1 | 14.0 | 17.9 | N/A | N/A    | N/A | N/A   | N/A      | N/A | 11.5 | N/A | N/A   |
Celeste-Tel            | eldiario.es      | 2019-01-02      | 2019-01-08    | NE    | 1100        | N/A           | 0.1       | 23.8 | 24.1 | 16.1 | 19.6 | 2.8 | 1.5    | 1.0 | 0.8   | 0.7      | 0.3 |  8.1 | N/A | N/A   |
SocioMétrica           | El Español       | 2018-12-22      | 2019-01-05    | E     | 2200        | N/A           | 0.1       | 18.5 | 22.1 | 15.6 | 18.2 | 5.2 | 3.0    | N/A | N/A   | N/A      | N/A | 15.6 | N/A | N/A   |
SocioMétrica           | El Español       | 2018-12-22      | 2019-01-05    | N     | 2200        | N/A           | 0.1       | 18.3 | 22.4 | 17.1 | 18.5 | 3.2 | 1.4    | 1.2 | N/A   | 0.9      | 0.3 | 12.5 | N/A | N/A   |
Key Data               | Público          | 2019-01-02      | 2019-01-02    | NE    |  N/A        | N/A           | 0.1       | 22.0 | 22.6 | 15.2 | 20.5 | 2.9 | 1.7    | 1.1 | N/A   | 0.8      | 0.3 |  8.6 | N/A | N/A   |
Sigma Dos              | El Mundo         | 2018-12-21      | 2018-12-27    | NE    | 1000        | N/A           | 0.1       | 19.2 | 22.6 | 15.8 | 18.8 | 3.6 | 1.0    | 1.2 | N/A   | N/A      | N/A | 12.9 | N/A | N/A   |
Invymark               | laSexta          | 2018-12-17      | 2018-12-21    | NE    | (1200)      | N/A           | 0.1       | 21.8 | 23.5 | 15.2 | 22.7 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  7.8 | N/A | N/A   |
Llorente & Cuenca      | N/A              | 2018-12-17      | 2018-12-17    | NE    |  N/A        | N/A           | 0.1       | 23.9 | 25.3 | 13.9 | 19.8 | 3.5 | 1.4    | N/A | N/A   | N/A      | N/A |  7.3 | N/A | N/A   |
Sigma Dos              | Antena 3         | 2018-12-16      | 2018-12-16    | NE    | 1000        | N/A           | 0.1       | 21.2 | 24.1 | 16.7 | 18.4 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  9.2 | N/A | N/A   |
Key Data               | Público          | 2018-12-16      | 2018-12-16    | NE    | N/A         | N/A           | 0.1       | 22.3 | 23.0 | 15.6 | 20.7 | 3.0 | 1.5    | 1.1 | N/A   | 0.8      | 0.3 |  7.3 | N/A | N/A   |
SocioMétrica           | El Español       | 2018-12-10      | 2018-12-14    | NE    |  900        | N/A           | 0.1       | 21.6 | 22.5 | 17.8 | 19.0 | 3.1 | 1.5    | 1.2 | N/A   | 0.7      | 0.4 |  8.5 | N/A | N/A   |
GAD3                   | ABC              | 2018-12-10      | 2018-12-14    | NE    | 1005        | N/A           | 0.1       | 20.5 | 24.2 | 14.2 | 20.7 | 2.8 | 1.8    | 1.2 | N/A   | 0.7      | 0.2 |  8.7 | N/A | N/A   |
NC Report              | La Razón         | 2018-12-05      | 2018-12-14    | NE    | 1000        | N/A           | 0.1       | 24.4 | 24.8 | 17.2 | 18.0 | 2.8 | 1.2    | 0.9 | N/A   | 0.6      | N/A |  8.7 | N/A | N/A   |
Simple Lógica          | N/A              | 2018-12-03      | 2018-12-14    | NE    | 1204        | N/A           | 0.1       | 18.8 | 23.2 | 17.7 | 20.4 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  8.7 | N/A | N/A   |
IMOP                   | El Confidencial  | 2018-12-10      | 2018-12-13    | NE    | 1036        | N/A           | 0.1       | 19.6 | 25.8 | 15.5 | 20.6 | 3.0 | 1.6    | 1.2 | 1.6   | 0.9      | N/A |  8.0 | N/A | N/A   |
Metroscopia            | Henneo           | 2018-12-10      | 2018-12-12    | NE    | 1895        | N/A           | 0.1       | 18.0 | 22.2 | 17.9 | 20.5 | N/A | N/A    | N/A | N/A   | N/A      | N/A | 11.5 | N/A | N/A   |
Celeste-Tel            | eldiario.es      | 2018-12-03      | 2018-12-11    | NE    | 1100        | N/A           | 0.1       | 24.7 | 25.2 | 16.2 | 19.4 | 2.9 | 1.5    | 1.0 | 0.8   | 0.6      | 0.3 |  6.8 | 0.2 | N/A   |
Target Point           | OKDIARIO         | 2018-12-07      | 2018-12-07    | NE    | N/A         | N/A           | 0.1       | 22.8 | 24.9 | 17.2 | 20.6 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  5.9 | N/A | N/A   |
Invymark               | laSexta          | 2018-12-03      | 2018-12-07    | NE    | 1200        | N/A           | 0.1       | 22.9 | 23.2 | 14.8 | 22.9 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  7.3 | N/A | N/A   |
SocioMétrica           | El Español       | 2018-12-05      | 2018-12-05    | NE    | (900)       | N/A           | 0.1       | 20.3 | 25.0 | 16.0 | 18.8 | 3.1 | 1.5    | 1.1 | N/A   | 0.7      | 0.3 | 11.0 | N/A | N/A   |
electoPanel            | electomania.es   | 2018-12-03      | 2018-12-04    | NE    | 1530        | N/A           | 0.1       | 19.1 | 19.3 | 17.6 | 21.4 | 3.1 | 1.6    | 1.3 | 1.6   | 0.8      | N/A | 10.4 | N/A | N/A   |
Simple Lógica          | N/A              | 2018-11-02      | 2018-11-14    | NE    | 1019        | N/A           | 0.1       | 19.6 | 24.1 | 18.1 | 22.4 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
Celeste-Tel            | eldiario.es      | 2018-11-05      | 2018-11-09    | NE    | 1100        | N/A           | 0.1       | 25.8 | 26.9 | 17.3 | 20.4 | 2.8 | 1.6    | 1.0 | 0.9   | 0.7      | 0.3 |  1.5 | 0.2 | N/A   |
NC Report              | La Razón         | 2018-11-05      | 2018-11-09    | NE    | 1000        | N/A           | 0.1       | 26.3 | 26.5 | 17.0 | 19.9 | 2.9 | 1.4    | 0.9 | N/A   | 0.7      | 0.3 |  2.1 | N/A | N/A   |
Invymark               | laSexta          | 2018-11-05      | 2018-11-09    | NE    | (1200)      | N/A           | 0.1       | 24.2 | 25.4 | 17.0 | 22.7 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
GAD3                   | La Vanguardia    | 2018-11-02      | 2018-11-07    | NE    | (800)       | N/A           | 0.1       | 22.3 | 26.6 | 16.6 | 21.9 | 2.9 | 1.4    | 1.3 | N/A   | 0.6      | 0.1 |  3.4 | N/A | N/A   |
Key Data               | Público          | 2018-10-30      | 2018-10-30    | NE    | N/A         | N/A           | 0.1       | 22.2 | 24.6 | 17.5 | 21.3 | 3.0 | 0.8    | 0.5 | N/A   | 0.9      | 0.1 |  1.5 | N/A | N/A   |
GESOP                  | El Periódico     | 2018-10-22      | 2018-10-30    | NE    | 911         | N/A           | 0.1       | 21.3 | 25.3 | 16.1 | 21.8 | 3.3 | 1.5    | N/A | N/A   | N/A      | N/A |  4.3 | N/A | N/A   |
Invymark               | laSexta          | 2018-10-22      | 2018-10-26    | NE    | (1200)      | N/A           | 0.1       | 24.2 | 25.7 | 17.3 | 22.0 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
electoPanel            | electomania.es   | 2018-10-20      | 2018-10-26    | NE    | 1037        | N/A           | 0.1       | 23.1 | 22.0 | 18.5 | 21.9 | 3.1 | 1.5    | 1.2 | 1.2   | 0.8      | 0.3 |  3.6 | 0.3 | N/A   |
Metroscopia            | Henneo           | 2018-10-16      | 2018-10-18    | NE    | 1588        | N/A           | 0.1       | 22.6 | 25.2 | 17.7 | 19.2 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  5.1 | N/A | N/A   |
NC Report              | La Razón         | 2018-10-01      | 2018-10-11    | NE    | 1000        | N/A           | 0.1       | 26.7 | 26.8 | 16.8 | 19.5 | 3.0 | 1.4    | 1.1 | N/A   | 0.7      | 0.3 |  1.9 | N/A | N/A   |
CIS                    | N/A              | 2018-10-01      | 2018-10-09    | NE    | 2973        | N/A           | 0.1       | 18.2 | 31.6 | 17.3 | 21.0 | 4.3 | 1.4    | 1.0 | 1.6   | 0.8      | 0.1 |  1.3 | N/A | N/A   |
Simple Lógica          | N/A              | 2018-10-01      | 2018-10-05    | NE    | 1055        | N/A           | 0.1       | 23.8 | 25.2 | 17.3 | 21.6 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
Celeste-Tel            | eldiario.es      | 2018-10-01      | 2018-10-05    | NE    | 1100        | N/A           | 0.1       | 26.3 | 27.7 | 17.4 | 19.3 | 3.0 | 1.7    | 1.1 | 0.8   | 0.8      | 0.3 |  1.0 | 0.2 | N/A   |
electoPanel            | electomania.es   | 2018-09-30      | 2018-10-05    | NE    | (1037)      | N/A           | 0.1       | 23.6 | 22.4 | 18.7 | 22.2 | 3.1 | 1.5    | 1.2 | 1.3   | 0.8      | 0.3 |  2.5 | 0.3 | N/A   |
Simple Lógica          | eldebate.es      | 2018-10-02      | 2018-10-02    | NE    | 1000        | N/A           | 0.1       | 21.2 | 25.3 | 15.9 | 23.1 | N/A | N/A    | N/A | 2.2   | N/A      | N/A |  2.0 | N/A | N/A   |
Invymark               | laSexta          | 2018-09-24      | 2018-09-28    | NE    | (1200)      | N/A           | 0.1       | 24.6 | 24.6 | 17.8 | 22.3 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
Instituto DYM          | El Independiente | 2018-09-17      | 2018-09-19    | NE    | 1017        | N/A           | 0.1       | 23.4 | 26.5 | 16.2 | 22.7 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
Metroscopia            | Henneo           | 2018-09-17      | 2018-09-19    | NE    | 1095        | N/A           | 0.1       | 22.8 | 27.7 | 15.1 | 20.8 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
Invymark               | laSexta          | 2018-09-10      | 2018-09-14    | NE    | (1200)      | N/A           | 0.1       | 24.1 | 25.0 | 18.6 | 22.1 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
IMOP                   | El Confidencial  | 2018-09-06      | 2018-09-11    | NE    | 1012        | N/A           | 0.1       | 20.3 | 26.5 | 15.4 | 23.9 | 2.8 | 1.5    | 1.2 | 2.1   | 0.7      | N/A |  3.0 | N/A | N/A   |
CIS                    | N/A              | 2018-09-01      | 2018-09-11    | NE    | 2972        | N/A           | 0.1       | 20.8 | 30.5 | 16.1 | 19.6 | 4.1 | 1.9    | 0.9 | 1.6   | 1.1      | 0.2 |  1.4 | N/A | N/A   |
electoPanel            | electomania.es   | 2018-09-07      | 2018-09-09    | NE    | 1050        | N/A           | 0.1       | 24.6 | 24.9 | 17.8 | 19.8 | 3.0 | 1.6    | 1.3 | 1.6   | 0.8      | 0.3 |  1.6 | 0.3 | N/A   |
Simple Lógica          | N/A              | 2018-09-03      | 2018-09-07    | NE    | 1010        | N/A           | 0.1       | 21.1 | 24.8 | 16.6 | 23.2 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
Celeste-Tel            | eldiario.es      | 2018-09-03      | 2018-09-07    | NE    | 1100        | N/A           | 0.1       | 26.4 | 28.2 | 17.1 | 18.7 | 3.0 | 1.7    | 1.1 | 0.8   | 0.8      | 0.3 |  N/A | 0.2 | N/A   |
GAD3                   | ABC              | 2018-09-03      | 2018-09-07    | NE    | 1001        | N/A           | 0.1       | 25.9 | 27.0 | 15.9 | 20.6 | 2.8 | 1.9    | 1.1 | N/A   | 0.7      | N/A |  1.5 | N/A | N/A   |
NC Report              | La Razón         | 2018-08-27      | 2018-08-31    | NE    | 1000        | N/A           | 0.1       | 27.5 | 27.8 | 16.0 | 18.8 | 3.0 | 1.5    | 1.1 | N/A   | 0.8      | 0.3 |  N/A | N/A | N/A   |
SocioMétrica           | El Español       | 2018-08-22      | 2018-08-30    | NE    | 1200        | N/A           | 0.1       | 22.6 | 25.8 | 16.5 | 23.1 | 3.0 | 1.5    | 1.3 | 1.5   | 0.7      | 0.5 |  1.8 | N/A | N/A   |
Celeste-Tel            | eldiario.es      | 2018-08-01      | 2018-08-07    | NE    | 1100        | N/A           | 0.1       | 25.5 | 28.0 | 17.3 | 19.4 | 3.0 | 1.6    | 1.1 | 1.0   | 0.9      | 0.3 |  N/A | 0.2 | N/A   |
Simple Lógica          | N/A              | 2018-08-01      | 2018-08-03    | NE    | 1029        | N/A           | 0.1       | 24.4 | 25.5 | 15.3 | 23.4 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
electoPanel            | electomania.es   | 2018-07-27      | 2018-08-03    | NE    | 1100        | N/A           | 0.1       | 22.9 | 24.7 | 18.7 | 21.2 | 3.3 | 1.4    | 1.3 | 1.6   | 0.8      | N/A |  1.0 | N/A | N/A   |
NC Report              | La Razón         | 2018-07-23      | 2018-07-27    | NE    | 1000        | N/A           | 0.1       | 26.7 | 27.4 | 15.8 | 19.2 | 3.1 | 1.5    | 1.2 | N/A   | 0.8      | 0.3 |  N/A | N/A | N/A   |
Invymark               | laSexta          | 2018-07-23      | 2018-07-27    | NE    | (1200)      | N/A           | 0.1       | 24.4 | 26.0 | 18.3 | 21.1 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
GAD3                   | ABC              | 2018-07-24      | 2018-07-26    | NE    | 804         | N/A           | 0.1       | 26.2 | 27.9 | 15.1 | 19.6 | 3.0 | 1.9    | 1.1 | N/A   | 0.8      | 0.3 |  N/A | N/A | N/A   |
Demoscopia y Servicios | OKDIARIO         | 2018-07-22      | 2018-07-25    | NE    | 1080        | N/A           | 0.1       | 27.1 | 25.3 | 16.8 | 20.8 | 2.5 | 1.8    | 1.3 | N/A   | 0.7      | 0.6 |  N/A | N/A | N/A   |
Metroscopia            | Henneo           | 2018-07-16      | 2018-07-25    | NE    | 2260        | N/A           | 0.1       | 24.4 | 26.6 | 16.1 | 20.1 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
electoPanel            | electomania.es   | 2018-07-17      | 2018-07-22    | NE    | 2848        | N/A           | 0.1       | 21.0 | 26.1 | 18.5 | 20.8 | 3.1 | 1.4    | 1.3 | 1.7   | 0.9      | N/A |  1.7 | N/A | N/A   |
Invymark               | laSexta          | 2018-07-09      | 2018-07-13    | NE    | (1200)      | N/A           | 0.1       | 23.4 | 26.5 | 18.1 | 21.9 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
Sigma Dos              | El Mundo         | 2018-07-09      | 2018-07-12    | NE    | 1000        | N/A           | 0.1       | 22.3 | 26.3 | 16.1 | 24.2 | 3.2 | 1.2    | 1.1 | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
CIS                    | N/A              | 2018-07-01      | 2018-07-10    | NE    | 2485        | N/A           | 0.1       | 20.4 | 29.9 | 15.6 | 20.4 | 3.9 | 1.3    | 1.2 | N/A   | 0.6      | 0.2 |  N/A | N/A | N/A   |
Simple Lógica          | N/A              | 2018-07-02      | 2018-07-06    | NE    | 1048        | N/A           | 0.1       | 18.7 | 27.2 | 17.3 | 26.0 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
Celeste-Tel            | eldiario.es      | 2018-07-02      | 2018-07-06    | NE    | 1100        | N/A           | 0.1       | 24.2 | 27.1 | 17.7 | 20.6 | 3.1 | 1.6    | 1.1 | 1.1   | 0.9      | 0.3 |  N/A | 0.2 | N/A   |
NC Report              | La Razón         | 2018-06-25      | 2018-06-30    | NE    | 1000        | N/A           | 0.1       | 25.2 | 26.3 | 16.2 | 20.6 | 3.1 | 1.4    | 1.2 | N/A   | 0.8      | 0.3 |  N/A | N/A | N/A   |
SocioMétrica           | El Español       | 2018-06-19      | 2018-06-22    | NE    | 1000        | N/A           | 0.1       | 19.5 | 23.9 | 16.9 | 25.3 | 2.9 | 1.3    | 1.3 | 1.6   | 0.8      | 0.5 |  2.1 | N/A | N/A   |
Invymark               | laSexta          | 2018-06-18      | 2018-06-22    | NE    | (1200)      | N/A           | 0.1       | 22.9 | 26.7 | 17.9 | 22.1 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
GESOP                  | El Periódico     | 2018-06-11      | 2018-06-13    | NE    | 800         | N/A           | 0.1       | 21.0 | 28.6 | 16.6 | 22.8 | 2.6 | 1.6    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
Instituto DYM          | El Independiente | 2018-06-11      | 2018-06-12    | NE    | 1019        | N/A           | 0.1       | 24.9 | 27.1 | 14.6 | 20.6 | N/A | N/A    | N/A | N/A   | N/A      | N/A |  N/A | N/A | N/A   |
